identity_id,expected_looks,expected_sex,editorial_ethnicity,split,image_id,relative_path,filename,timestamp,outcome,refusal_reason,model_raw,bp,cv,sex,sex_conf,sex_source,reliability
jordan-peterson,6.2,m,white,holdout,jordan-peterson/4.jpg,images/roster/jordan-peterson/4.jpg,4.jpg,2026-08-18T10:59:09.875Z,scored,,2.503,3.87,3.87,m,100%,model,"small/distant face (~105px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read."
jungkook,8.0,m,east-asian,train,jungkook/1.jpg,images/roster/jungkook/1.jpg,1.jpg,2026-08-18T10:59:10.131Z,scored,,4.060,7.48,7.48,f,63%,model,
jungkook,8.0,m,east-asian,train,jungkook/2.jpg,images/roster/jungkook/2.jpg,2.jpg,2026-08-18T10:59:10.376Z,scored,,3.614,6.55,6.55,m,93%,model,non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read.
jungkook,8.0,m,east-asian,train,jungkook/3.jpg,images/roster/jungkook/3.jpg,3.jpg,2026-08-18T10:59:10.618Z,scored,,4.060,7.48,7.48,m,62%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
jungkook,8.0,m,east-asian,train,jungkook/4.jpg,images/roster/jungkook/4.jpg,4.jpg,2026-08-18T10:59:10.877Z,refused,This angle is too far off to measure — head turned (~33°). Retake facing the camera square-on.,,,,,,,
jungkook,8.0,m,east-asian,train,jungkook/5.jpg,images/roster/jungkook/5.jpg,5.jpg,2026-08-18T10:59:11.506Z,scored,,3.324,6.26,6.26,f,96%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
justin-bieber,7.5,m,white,train,justin-bieber/1.jpg,images/roster/justin-bieber/1.jpg,1.jpg,2026-08-18T10:59:11.752Z,scored,,3.913,6.99,6.99,m,100%,model,
justin-bieber,7.5,m,white,train,justin-bieber/2.jpg,images/roster/justin-bieber/2.jpg,2.jpg,2026-08-18T10:59:11.997Z,scored,,3.332,6.27,6.27,m,100%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
justin-bieber,7.5,m,white,train,justin-bieber/3.jpg,images/roster/justin-bieber/3.jpg,3.jpg,2026-08-18T10:59:12.241Z,scored,,3.012,5.89,5.89,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
justin-bieber,7.5,m,white,train,justin-bieber/5.jpg,images/roster/justin-bieber/5.jpg,5.jpg,2026-08-18T10:59:12.485Z,scored,,4.099,7.60,7.60,m,100%,model,
justin-bieber,7.5,m,white,train,justin-bieber/6.jpg,images/roster/justin-bieber/6.jpg,6.jpg,2026-08-18T10:59:12.760Z,refused,This angle is too far off to measure — head turned (~27°); head tilted sideways (~12°). Retake facing the camera square-on.,,,,,,,
kai-cenat,6.3,m,black,train,kai-cenat/1.jpg,images/roster/kai-cenat/1.jpg,1.jpg,2026-08-18T10:59:13.397Z,refused,This angle is too far off to measure — head turned (~27°). Retake facing the camera square-on.,,,,,,,
kai-cenat,6.3,m,black,train,kai-cenat/2.jpg,images/roster/kai-cenat/2.jpg,2.jpg,2026-08-18T10:59:14.019Z,scored,,2.648,4.53,4.53,f,81%,model,"small/distant face (~104px of real detail) — score is rougher than a tight, sharp headshot."
kanye-west,6.0,m,black,holdout,kanye-west/1.jpg,images/roster/kanye-west/1.jpg,1.jpg,2026-08-18T10:59:14.278Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kanye-west,6.0,m,black,holdout,kanye-west/2.jpg,images/roster/kanye-west/2.jpg,2.jpg,2026-08-18T10:59:14.895Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kanye-west,6.0,m,black,holdout,kanye-west/3.jpg,images/roster/kanye-west/3.jpg,3.jpg,2026-08-18T10:59:15.499Z,scored,,3.591,6.52,6.52,m,100%,model,
kanye-west,6.0,m,black,holdout,kanye-west/4.jpg,images/roster/kanye-west/4.jpg,4.jpg,2026-08-18T10:59:15.754Z,scored,,2.634,4.44,4.44,m,100%,model,"small/distant face (~90px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~16°)) — scored on your override; expect a rougher read."
kato-kaelin,5.0,m,white,train,kato-kaelin/1.jpg,images/roster/kato-kaelin/1.jpg,1.jpg,2026-08-18T10:59:16.004Z,scored,,2.881,5.62,5.62,m,100%,model,
kato-kaelin,5.0,m,white,train,kato-kaelin/2.jpg,images/roster/kato-kaelin/2.jpg,2.jpg,2026-08-18T10:59:16.288Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kato-kaelin,5.0,m,white,train,kato-kaelin/3.jpg,images/roster/kato-kaelin/3.jpg,3.jpg,2026-08-18T10:59:16.914Z,scored,,2.497,3.84,3.84,m,100%,model,
kato-kaelin,5.0,m,white,train,kato-kaelin/4.jpg,images/roster/kato-kaelin/4.jpg,4.jpg,2026-08-18T10:59:17.177Z,scored,,2.517,3.93,3.93,m,100%,model,
kato-kaelin,5.0,m,white,train,kato-kaelin/5.jpg,images/roster/kato-kaelin/5.jpg,5.jpg,2026-08-18T10:59:17.427Z,scored,,2.140,2.56,2.56,m,100%,model,
keanu-reeves,8.5,m,mixed,train,keanu-reeves/1.jpg,images/roster/keanu-reeves/1.jpg,1.jpg,2026-08-18T10:59:17.684Z,scored,,4.302,8.61,8.61,m,100%,model,
keanu-reeves,8.5,m,mixed,train,keanu-reeves/2.jpg,images/roster/keanu-reeves/2.jpg,2.jpg,2026-08-18T10:59:17.936Z,scored,,4.124,7.71,7.71,m,100%,model,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
keanu-reeves,8.5,m,mixed,train,keanu-reeves/4.jpg,images/roster/keanu-reeves/4.jpg,4.jpg,2026-08-18T10:59:18.184Z,scored,,3.690,6.63,6.63,m,100%,model,
keanu-reeves,8.5,m,mixed,train,keanu-reeves/5.jpg,images/roster/keanu-reeves/5.jpg,5.jpg,2026-08-18T10:59:18.455Z,scored,,3.037,5.93,5.93,m,100%,model,
keira-metz,8.0,f,white,train,keira-metz/1.jpg,images/roster/keira-metz/1.jpg,1.jpg,2026-08-18T10:59:18.725Z,refused,This angle is too far off to measure — head turned (~29°); head tilted sideways (~19°). Retake facing the camera square-on.,,,,,,,
keira-metz,8.0,f,white,train,keira-metz/2.jpg,images/roster/keira-metz/2.jpg,2.jpg,2026-08-18T10:59:19.349Z,refused,This angle is too far off to measure — head turned (~30°); head tilted sideways (~12°). Retake facing the camera square-on.,,,,,,,
keira-metz,8.0,f,white,train,keira-metz/3.jpg,images/roster/keira-metz/3.jpg,3.jpg,2026-08-18T10:59:19.964Z,refused,This angle is too far off to measure — head turned (~26°); head tilted sideways (~19°). Retake facing the camera square-on.,,,,,,,
keira-metz,8.0,f,white,train,keira-metz/4.jpg,images/roster/keira-metz/4.jpg,4.jpg,2026-08-18T10:59:20.568Z,refused,This angle is too far off to measure — head turned (~29°); head tilted sideways (~16°). Retake facing the camera square-on.,,,,,,,
keira-metz,8.0,f,white,train,keira-metz/5.jpg,images/roster/keira-metz/5.jpg,5.jpg,2026-08-18T10:59:21.187Z,scored,,3.904,6.98,6.98,f,100%,model,non-standard framing (head turned (~20°); head tilted sideways (~21°)) — scored on your override; expect a rougher read.
kendrick-lamar,6.1,m,black,validation,kendrick-lamar/1.jpg,images/roster/kendrick-lamar/1.jpg,1.jpg,2026-08-18T10:59:21.428Z,refused,This angle is too far off to measure — head turned (~39°); head tilted sideways (~21°). Retake facing the camera square-on.,,,,,,,
kendrick-lamar,6.1,m,black,validation,kendrick-lamar/2.jpg,images/roster/kendrick-lamar/2.jpg,2.jpg,2026-08-18T10:59:22.056Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kendrick-lamar,6.1,m,black,validation,kendrick-lamar/3.jpg,images/roster/kendrick-lamar/3.jpg,3.jpg,2026-08-18T10:59:22.659Z,scored,,1.655,1.83,1.83,f,88%,model,
kendrick-lamar,6.1,m,black,validation,kendrick-lamar/4.jpg,images/roster/kendrick-lamar/4.jpg,4.jpg,2026-08-18T10:59:22.916Z,scored,,1.887,2.11,2.11,m,100%,model,"small/distant face (~85px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~12°)) — scored on your override; expect a rougher read."
kevin-federline,5.5,m,white,holdout,kevin-federline/3.jpg,images/roster/kevin-federline/3.jpg,3.jpg,2026-08-18T10:59:23.185Z,scored,,3.177,6.11,6.11,m,100%,model,non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read.
kevin-federline,5.5,m,white,holdout,kevin-federline/4.jpg,images/roster/kevin-federline/4.jpg,4.jpg,2026-08-18T10:59:23.448Z,scored,,3.058,5.96,5.96,m,100%,model,
kevin-federline,5.5,m,white,holdout,kevin-federline/5.jpg,images/roster/kevin-federline/5.jpg,5.jpg,2026-08-18T10:59:23.727Z,scored,,2.817,5.39,5.39,m,100%,model,
kevin-hart,5.6,m,black,train,kevin-hart/1.jpg,images/roster/kevin-hart/1.jpg,1.jpg,2026-08-18T10:59:24.034Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kevin-hart,5.6,m,black,train,kevin-hart/2.jpg,images/roster/kevin-hart/2.jpg,2.jpg,2026-08-18T10:59:24.649Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kevin-hart,5.6,m,black,train,kevin-hart/3.jpg,images/roster/kevin-hart/3.jpg,3.jpg,2026-08-18T10:59:25.255Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kevin-hart,5.6,m,black,train,kevin-hart/4.jpg,images/roster/kevin-hart/4.jpg,4.jpg,2026-08-18T10:59:25.842Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
kim-kardashian,8.5,f,white,train,kim-kardashian/1.jpg,images/roster/kim-kardashian/1.jpg,1.jpg,2026-08-18T10:59:26.437Z,scored,,3.574,6.50,6.50,f,100%,model,"small/distant face (~63px of real detail) — score is rougher than a tight, sharp headshot."
kim-kardashian,8.5,f,white,train,kim-kardashian/2.jpg,images/roster/kim-kardashian/2.jpg,2.jpg,2026-08-18T10:59:26.698Z,scored,,2.849,5.52,5.52,f,99%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
kim-kardashian,8.5,f,white,train,kim-kardashian/3.jpg,images/roster/kim-kardashian/3.jpg,3.jpg,2026-08-18T10:59:26.926Z,scored,,3.647,6.59,6.59,f,100%,model,"small/distant face (~79px of real detail) — score is rougher than a tight, sharp headshot."
kim-kardashian,8.5,f,white,train,kim-kardashian/4.jpg,images/roster/kim-kardashian/4.jpg,4.jpg,2026-08-18T10:59:27.185Z,refused,This angle is too far off to measure — head turned (~26°). Retake facing the camera square-on.,,,,,,,
kim-kardashian,8.5,f,white,train,kim-kardashian/5.jpg,images/roster/kim-kardashian/5.jpg,5.jpg,2026-08-18T10:59:27.846Z,scored,,3.855,6.89,6.89,f,100%,model,
ksi,6.8,m,black,train,ksi/1.jpg,images/roster/ksi/1.jpg,1.jpg,2026-08-18T10:59:28.104Z,scored,,2.978,5.83,5.83,m,95%,model,"small/distant face (~108px of real detail) — score is rougher than a tight, sharp headshot."
ksi,6.8,m,black,train,ksi/2.jpg,images/roster/ksi/2.jpg,2.jpg,2026-08-18T10:59:28.365Z,scored,,2.598,4.27,4.27,m,82%,model,"small/distant face (~56px of real detail) — score is rougher than a tight, sharp headshot."
kumail-nanjiani,6.4,m,south-asian,holdout,kumail-nanjiani/1.jpg,images/roster/kumail-nanjiani/1.jpg,1.jpg,2026-08-18T10:59:28.604Z,scored,,3.183,6.12,6.12,m,100%,model,non-standard framing (head tilted sideways (~19°)) — scored on your override; expect a rougher read.
kumail-nanjiani,6.4,m,south-asian,holdout,kumail-nanjiani/2.jpg,images/roster/kumail-nanjiani/2.jpg,2.jpg,2026-08-18T10:59:28.865Z,refused,This angle is too far off to measure — head turned (~48°). Retake facing the camera square-on.,,,,,,,
kumail-nanjiani,6.4,m,south-asian,holdout,kumail-nanjiani/3.jpg,images/roster/kumail-nanjiani/3.jpg,3.jpg,2026-08-18T10:59:29.497Z,scored,,3.414,6.35,6.35,m,100%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
kumail-nanjiani,6.4,m,south-asian,holdout,kumail-nanjiani/4.jpg,images/roster/kumail-nanjiani/4.jpg,4.jpg,2026-08-18T10:59:29.773Z,scored,,4.063,7.49,7.49,m,100%,model,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
kylie-jenner,7.5,f,white,validation,kylie-jenner/1.jpg,images/roster/kylie-jenner/1.jpg,1.jpg,2026-08-18T10:59:30.026Z,scored,,3.862,6.90,6.90,f,100%,model,
kylie-jenner,7.5,f,white,validation,kylie-jenner/2.jpg,images/roster/kylie-jenner/2.jpg,2.jpg,2026-08-18T10:59:30.294Z,scored,,3.351,6.28,6.28,m,51%,model,
kylie-jenner,7.5,f,white,validation,kylie-jenner/4.jpg,images/roster/kylie-jenner/4.jpg,4.jpg,2026-08-18T10:59:30.535Z,scored,,4.044,7.42,7.42,f,100%,model,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
kylie-jenner,7.5,f,white,validation,kylie-jenner/5.jpg,images/roster/kylie-jenner/5.jpg,5.jpg,2026-08-18T10:59:30.796Z,scored,,2.551,4.08,4.08,f,99%,model,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
kylie-jenner,7.5,f,white,validation,kylie-jenner/6.jpg,images/roster/kylie-jenner/6.jpg,6.jpg,2026-08-18T10:59:31.064Z,scored,,4.076,7.52,7.52,f,100%,model,
lana-condor,8.0,f,east-asian,validation,lana-condor/3.jpg,images/roster/lana-condor/3.jpg,3.jpg,2026-08-18T10:59:31.328Z,scored,,3.476,6.41,6.41,f,100%,model,
lana-condor,8.0,f,east-asian,validation,lana-condor/6.jpg,images/roster/lana-condor/6.jpg,6.jpg,2026-08-18T10:59:31.583Z,scored,,3.094,6.01,6.01,f,99%,model,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
lana-condor,8.0,f,east-asian,validation,lana-condor/7.jpg,images/roster/lana-condor/7.jpg,7.jpg,2026-08-18T10:59:31.850Z,scored,,3.837,6.85,6.85,f,100%,model,
lana-condor,8.0,f,east-asian,validation,lana-condor/8.jpg,images/roster/lana-condor/8.jpg,8.jpg,2026-08-18T10:59:32.126Z,scored,,3.198,6.14,6.14,f,100%,model,
lana-condor,8.0,f,east-asian,validation,lana-condor/9.jpg,images/roster/lana-condor/9.jpg,9.jpg,2026-08-18T10:59:32.386Z,scored,,2.486,3.78,3.78,f,100%,model,
lebron-james,7.0,m,black,validation,lebron-james/1.jpg,images/roster/lebron-james/1.jpg,1.jpg,2026-08-18T10:59:32.643Z,scored,,3.118,6.04,6.04,m,100%,model,non-standard framing (head tilted sideways (~12°)) — scored on your override; expect a rougher read.
lebron-james,7.0,m,black,validation,lebron-james/2.jpg,images/roster/lebron-james/2.jpg,2.jpg,2026-08-18T10:59:32.908Z,scored,,2.894,5.65,5.65,m,100%,model,
lebron-james,7.0,m,black,validation,lebron-james/3.jpg,images/roster/lebron-james/3.jpg,3.jpg,2026-08-18T10:59:33.171Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
lebron-james,7.0,m,black,validation,lebron-james/4.jpg,images/roster/lebron-james/4.jpg,4.jpg,2026-08-18T10:59:33.786Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
lebron-james,7.0,m,black,validation,lebron-james/5.jpg,images/roster/lebron-james/5.jpg,5.jpg,2026-08-18T10:59:34.386Z,scored,,2.054,2.25,2.25,m,100%,model,
lena-dunham,3.5,f,white,validation,lena-dunham/1.jpg,images/roster/lena-dunham/1.jpg,1.jpg,2026-08-18T10:59:34.646Z,scored,,2.991,5.85,5.85,f,63%,model,"small/distant face (~101px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read."
lena-dunham,3.5,f,white,validation,lena-dunham/3.jpg,images/roster/lena-dunham/3.jpg,3.jpg,2026-08-18T10:59:34.902Z,scored,,2.910,5.69,5.69,f,100%,model,non-standard framing (head tilted sideways (~15°)) — scored on your override; expect a rougher read.
lena-dunham,3.5,f,white,validation,lena-dunham/4.jpg,images/roster/lena-dunham/4.jpg,4.jpg,2026-08-18T10:59:35.181Z,scored,,4.000,7.24,7.24,f,98%,model,
lena-dunham,3.5,f,white,validation,lena-dunham/5.jpg,images/roster/lena-dunham/5.jpg,5.jpg,2026-08-18T10:59:35.449Z,scored,,3.806,6.80,6.80,f,99%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
lena-dunham,3.5,f,white,validation,lena-dunham/6.jpg,images/roster/lena-dunham/6.jpg,6.jpg,2026-08-18T10:59:35.700Z,scored,,4.002,7.25,7.25,f,99%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
leonardo-dicaprio,9.3,m,white,train,leonardo-dicaprio/1.jpg,images/roster/leonardo-dicaprio/1.jpg,1.jpg,2026-08-18T10:59:35.971Z,scored,,2.719,4.88,4.88,m,100%,model,
leonardo-dicaprio,9.3,m,white,train,leonardo-dicaprio/2.jpg,images/roster/leonardo-dicaprio/2.jpg,2.jpg,2026-08-18T10:59:36.242Z,scored,,3.711,6.66,6.66,m,100%,model,
leonardo-dicaprio,9.3,m,white,train,leonardo-dicaprio/3.jpg,images/roster/leonardo-dicaprio/3.jpg,3.jpg,2026-08-18T10:59:36.504Z,scored,,2.849,5.52,5.52,m,100%,model,non-standard framing (head tilted sideways (~17°)) — scored on your override; expect a rougher read.
leonardo-dicaprio,9.3,m,white,train,leonardo-dicaprio/4.jpg,images/roster/leonardo-dicaprio/4.jpg,4.jpg,2026-08-18T10:59:36.770Z,scored,,2.767,5.15,5.15,m,100%,model,
lewis-capaldi,4.8,m,white,validation,lewis-capaldi/1.jpg,images/roster/lewis-capaldi/1.jpg,1.jpg,2026-08-18T10:59:37.050Z,scored,,3.629,6.57,6.57,m,63%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
lewis-capaldi,4.8,m,white,validation,lewis-capaldi/2.jpg,images/roster/lewis-capaldi/2.jpg,2.jpg,2026-08-18T10:59:37.308Z,scored,,3.744,6.71,6.71,m,91%,model,
lewis-capaldi,4.8,m,white,validation,lewis-capaldi/3.jpg,images/roster/lewis-capaldi/3.jpg,3.jpg,2026-08-18T10:59:37.594Z,refused,This angle is too far off to measure — head turned (~55°); head tilted sideways (~15°). Retake facing the camera square-on.,,,,,,,
lewis-capaldi,4.8,m,white,validation,lewis-capaldi/4.jpg,images/roster/lewis-capaldi/4.jpg,4.jpg,2026-08-18T10:59:38.216Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
lilypichu,7.0,f,east-asian,train,lilypichu/1.jpg,images/roster/lilypichu/1.jpg,1.jpg,2026-08-18T10:59:38.832Z,scored,,3.062,5.96,5.96,f,100%,model,non-standard framing (head turned (~13°); head tilted sideways (~13°)) — scored on your override; expect a rougher read.
lilypichu,7.0,f,east-asian,train,lilypichu/2.jpg,images/roster/lilypichu/2.jpg,2.jpg,2026-08-18T10:59:39.081Z,refused,This angle is too far off to measure — head turned (~28°). Retake facing the camera square-on.,,,,,,,
lilypichu,7.0,f,east-asian,train,lilypichu/3.jpg,images/roster/lilypichu/3.jpg,3.jpg,2026-08-18T10:59:39.709Z,scored,,3.938,7.05,7.05,f,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
lionel-messi,6.5,m,latino,train,lionel-messi/1.jpg,images/roster/lionel-messi/1.jpg,1.jpg,2026-08-18T10:59:39.989Z,scored,,2.987,5.85,5.85,m,100%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
lionel-messi,6.5,m,latino,train,lionel-messi/2.jpg,images/roster/lionel-messi/2.jpg,2.jpg,2026-08-18T10:59:40.282Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
lionel-messi,6.5,m,latino,train,lionel-messi/3.jpg,images/roster/lionel-messi/3.jpg,3.jpg,2026-08-18T10:59:40.922Z,scored,,3.150,6.08,6.08,m,100%,model,
lionel-messi,6.5,m,latino,train,lionel-messi/4.jpg,images/roster/lionel-messi/4.jpg,4.jpg,2026-08-18T10:59:41.167Z,scored,,2.878,5.61,5.61,m,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
lionel-messi,6.5,m,latino,train,lionel-messi/5.jpg,images/roster/lionel-messi/5.jpg,5.jpg,2026-08-18T10:59:41.428Z,scored,,3.759,6.73,6.73,m,100%,model,
lisa-blackpink,8.9,f,east-asian,validation,lisa-blackpink/1.jpg,images/roster/lisa-blackpink/1.jpg,1.jpg,2026-08-18T10:59:41.697Z,scored,,3.655,6.60,6.60,f,100%,model,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
lisa-blackpink,8.9,f,east-asian,validation,lisa-blackpink/2.jpg,images/roster/lisa-blackpink/2.jpg,2.jpg,2026-08-18T10:59:41.963Z,scored,,3.744,6.71,6.71,f,100%,model,non-standard framing (head turned (~17°); head tilted sideways (~13°)) — scored on your override; expect a rougher read.
lisa-blackpink,8.9,f,east-asian,validation,lisa-blackpink/3.jpg,images/roster/lisa-blackpink/3.jpg,3.jpg,2026-08-18T10:59:42.251Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
lizzo,5.0,f,black,train,lizzo/1.jpg,images/roster/lizzo/1.jpg,1.jpg,2026-08-18T10:59:42.859Z,scored,,2.554,4.09,4.09,f,100%,model,non-standard framing (head turned (~18°)) — scored on your override; expect a rougher read.
lizzo,5.0,f,black,train,lizzo/2.jpg,images/roster/lizzo/2.jpg,2.jpg,2026-08-18T10:59:43.135Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
lizzo,5.0,f,black,train,lizzo/3.jpg,images/roster/lizzo/3.jpg,3.jpg,2026-08-18T10:59:43.815Z,scored,,2.734,4.96,4.96,f,100%,model,
lizzo,5.0,f,black,train,lizzo/5.jpg,images/roster/lizzo/5.jpg,5.jpg,2026-08-18T10:59:44.080Z,scored,,2.697,4.77,4.77,f,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
logan-paul,7.3,m,white,train,logan-paul/1.jpg,images/roster/logan-paul/1.jpg,1.jpg,2026-08-18T10:59:44.342Z,scored,,2.859,5.55,5.55,m,100%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
logan-paul,7.3,m,white,train,logan-paul/2.jpg,images/roster/logan-paul/2.jpg,2.jpg,2026-08-18T10:59:44.629Z,scored,,3.239,6.18,6.18,m,97%,model,
logan-paul,7.3,m,white,train,logan-paul/3.jpg,images/roster/logan-paul/3.jpg,3.jpg,2026-08-18T10:59:44.895Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
logan-paul,7.3,m,white,train,logan-paul/4.jpg,images/roster/logan-paul/4.jpg,4.jpg,2026-08-18T10:59:45.506Z,refused,This angle is too far off to measure — head turned (~28°). Retake facing the camera square-on.,,,,,,,
mama-june,3.5,f,white,validation,mama-june/2.jpg,images/roster/mama-june/2.jpg,2.jpg,2026-08-18T10:59:46.124Z,scored,,2.534,4.01,4.01,f,100%,model,
mama-june,3.5,f,white,validation,mama-june/5.jpg,images/roster/mama-june/5.jpg,5.jpg,2026-08-18T10:59:46.367Z,scored,,3.118,6.04,6.04,f,100%,model,
mama-june,3.5,f,white,validation,mama-june/3.jpg,images/roster/mama-june/3.jpg,3.jpg,2026-08-18T10:59:46.621Z,scored,,3.793,6.78,6.78,f,100%,model,"small/distant face (~142px of real detail) — score is rougher than a tight, sharp headshot."
mama-june,3.5,f,white,validation,mama-june/4.jpg,images/roster/mama-june/4.jpg,4.jpg,2026-08-18T10:59:46.926Z,scored,,3.031,5.92,5.92,f,100%,model,
mama-june,3.5,f,white,validation,mama-june/6.jpg,images/roster/mama-june/6.jpg,6.jpg,2026-08-18T10:59:47.214Z,scored,,3.497,6.42,6.42,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
margot-robbie,9.5,f,white,train,margot-robbie/2.jpg,images/roster/margot-robbie/2.jpg,2.jpg,2026-08-18T10:59:47.499Z,scored,,3.408,6.34,6.34,f,100%,model,
margot-robbie,9.5,f,white,train,margot-robbie/3.jpg,images/roster/margot-robbie/3.jpg,3.jpg,2026-08-18T10:59:47.792Z,scored,,3.228,6.17,6.17,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
margot-robbie,9.5,f,white,train,margot-robbie/4.jpg,images/roster/margot-robbie/4.jpg,4.jpg,2026-08-18T10:59:48.084Z,scored,,3.101,6.02,6.02,f,100%,model,
margot-robbie,9.5,f,white,train,margot-robbie/5.jpg,images/roster/margot-robbie/5.jpg,5.jpg,2026-08-18T10:59:48.359Z,scored,,3.718,6.67,6.67,f,100%,model,
margot-robbie,9.5,f,white,train,margot-robbie/6.jpg,images/roster/margot-robbie/6.jpg,6.jpg,2026-08-18T10:59:48.627Z,scored,,3.154,6.09,6.09,f,100%,model,
marina-laswick,8.9,f,white,train,marina-laswick/2.jpg,images/roster/marina-laswick/2.jpg,2.jpg,2026-08-18T10:59:48.906Z,refused,This angle is too far off to measure — head turned (~27°). Retake facing the camera square-on.,,,,,,,
marina-laswick,8.9,f,white,train,marina-laswick/4.jpg,images/roster/marina-laswick/4.jpg,4.jpg,2026-08-18T10:59:49.548Z,scored,,4.230,8.21,8.21,f,100%,model,non-standard framing (head turned (~20°); head tilted sideways (~10°)) — scored on your override; expect a rougher read.
marina-laswick,8.9,f,white,train,marina-laswick/5.jpg,images/roster/marina-laswick/5.jpg,5.jpg,2026-08-18T10:59:49.815Z,scored,,3.913,6.99,6.99,f,100%,model,non-standard framing (head turned (~13°); head tilted sideways (~11°)) — scored on your override; expect a rougher read.
mark-zuckerberg,3.5,m,white,train,mark-zuckerberg/3.jpg,images/roster/mark-zuckerberg/3.jpg,3.jpg,2026-08-18T10:59:50.100Z,scored,,3.295,6.23,6.23,m,100%,model,"small/distant face (~128px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~25°)) — scored on your override; expect a rougher read."
mark-zuckerberg,3.5,m,white,train,mark-zuckerberg/5.jpg,images/roster/mark-zuckerberg/5.jpg,5.jpg,2026-08-18T10:59:50.365Z,scored,,3.429,6.36,6.36,m,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
mark-zuckerberg,3.5,m,white,train,mark-zuckerberg/6.jpg,images/roster/mark-zuckerberg/6.jpg,6.jpg,2026-08-18T10:59:50.620Z,scored,,3.637,6.58,6.58,m,93%,model,
mark-zuckerberg,3.5,m,white,train,mark-zuckerberg/7.jpg,images/roster/mark-zuckerberg/7.jpg,7.jpg,2026-08-18T10:59:50.889Z,scored,,3.199,6.14,6.14,m,100%,model,
mark-zuckerberg,3.5,m,white,train,mark-zuckerberg/8.jpg,images/roster/mark-zuckerberg/8.jpg,8.jpg,2026-08-18T10:59:51.178Z,scored,,3.433,6.37,6.37,m,89%,model,
martin-shkreli,4.0,m,white,train,martin-shkreli/4.jpg,images/roster/martin-shkreli/4.jpg,4.jpg,2026-08-18T10:59:51.455Z,scored,,3.609,6.54,6.54,m,100%,model,non-standard framing (head turned (~23°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
martin-shkreli,4.0,m,white,train,martin-shkreli/5.jpg,images/roster/martin-shkreli/5.jpg,5.jpg,2026-08-18T10:59:51.747Z,scored,,2.985,5.84,5.84,m,100%,model,non-standard framing (head tilted sideways (~12°)) — scored on your override; expect a rougher read.
